A,B,C,D,E,F,G,H,I,J,K,L
5046,VIGAFI41665480                                    ,VIGA FINGER INMUNIZADA 16X6.5X480,45575,UND ,COP,305760,0,0,0,0,
5047,VIGAFI41406600                                    ,VIGA FINGER INMUNIZADA 14X6X600,45575,UND ,COP,308700,0,0,0,0,
5048,SERVCEP                                           ,SERVICIO DE CEPILLADO,45509,M3  ,COP,200000,0,0,0,0,
5057,C4COLSEG0808300                                   ,COLUMNA DE SEGUNDA 8X8X300,45292,UND ,COP,36118.2,0,0,0,0,
5065,VIGAFI41465100                                    ,VIGA FINGER INMUNIZADA 14X6.5X100,45520,UND ,COP,55738,0,0,0,0,
5073,METCUMSECASE                                      ,METRO CUBICO MADERA SECA ASERRADA,45589,M3  ,COP,1250000,0,0,0,0,
5075,SERVCOMPCILIN                                     ,SERVI COMPLETO (CILINDRA,SECA,INMUNIZA),45590,M3  ,COP,496649,0,0,0,0,
5086,PAQUETELENA                                       ,PAQUETE LEÑA,45594,UND ,COP,5000,0,0,0,0,
5088,REC40707210                                       ,ESTACON CUADRADO TRATADO 7X7X210,45694,UND ,COP,17456,0,0,0,0,
5095,C3AYP0974100                                      ,AYP LARGUERO 9X7.4X100,45692,UND ,COP,14139,0,0,0,0,
5101,PINOAIN28619427                                   ,PINO A 28.6 CM X 1.9 CM X 427 CM,45554,UND ,COP,127944,0,0,0,0,
5185,C3TECCIP7501200                                   ,TABLILLA TECHO CIPRES 7.5X1X200 M2,45602,M2  ,COP,15750,0,0,0,0,
5186,PASININM23538610                                  ,PA 23.5 CM X 3.8 CM X 610 CM,45292,UND ,COP,180442,0,0,0,0,
5187,C3TAB1419400                                      ,TABLA 14X1.9X400,45603,UND ,COP,21147,0,0,0,0,
5190,0005190                                           ,SERVICIO DE INMUNIZACION  16%,45509,M3  ,COP,400000,0,0,0,0,
5191,PINOAIN08938549                                   ,PINO A 8.9 CM X 3.8 CM X 549 CM,45292,UND ,COP,88444,0,0,0,0,
5199,PINOAIN28619200                                   ,PINO A 28.6 CM X 1.9 CM X 200,45610,UND ,COP,34673,0,0,0,0,
5200,PINOAIN28619250                                   ,PINO A 28.6 CM X 1.9 CM X 250 CM,45610,UND ,COP,43341,0,0,0,0,
5204,TBSTCA8100                                        ,TBS TORNILLO CABEZA ANCHA 8X100 UND,45292,UND ,COP,1443,0,0,0,0,
5205,TBSCA8120                                         ,TBS TORNILLO CABEZA ANCHA 8X120 X UND,45292,UND ,COP,1592,0,0,0,0,
5206,VIGAFI41804450                                    ,VIGA FINGER INMUNIZADA 18X4X450,45611,UND ,COP,198450,0,0,0,0,
5207,VIGAFI43704600                                    ,VIGA FINGER INMUNIZADA 37X4X600,45611,UND ,COP,543900,0,0,0,0,
5208,VIGAFI44504600                                    ,VIGA FINGER INMUNIZADA 45X4X600,45611,UND ,COP,661500,0,0,0,0,
5209,VIGAFI41804600                                    ,VIGA FINGER INMUNIZADA 18X4X600,45611,UND ,COP,264600,0,0,0,0,
5210,VIGAFI42804450                                    ,VIGA FINGER INMUNIZADA 28X4X450,45611,UND ,COP,308700,0,0,0,0,
5211,VIGAFI42804600                                    ,VIGA FINGER INMUNIZADA 28X4X600,45611,UND ,COP,411600,0,0,0,0,
5212,VIGAFI42212450                                    ,VIGA FINGER INMUNIZADA 22X12X450,45611,UND ,COP,727650,0,0,0,0,
5213,VIGAFI42012450                                    ,VIGA FINGER INMUNIZADA 20X12X450,45611,UND ,COP,661500,0,0,0,0,
5214,VIGAFI42215500                                    ,VIGA FINGER INMUNIZADA 22X15X500,45611,UND ,COP,1010625,0,0,0,0,
5215,VIGAFI42015600                                    ,VIGA FINGER INMUNIZADA 20X15X600,45611,UND ,COP,1102500,0,0,0,0,
5216,VIGAFI41804300                                    ,VIGA FINGER INMUNIZADA 18X4X300,45611,UND ,COP,132300,0,0,0,0,
5217,VIGAFI41804400                                    ,VIGA FINGER INMUNIZADA 18X4X400,45611,UND ,COP,176400,0,0,0,0,
5218,VIGAFI42804300                                    ,VIGA FINGER INMUNIZADA 28X4X300,45611,UND ,COP,206640,0,0,0,0,
5219,VIGAFI42804400                                    ,VIGA FINGER INMUNIZADA 28X4X400,45611,UND ,COP,275520,0,0,0,0,
5220,VIGAFI41510600                                    ,VIGA FINGER INMUNIZADA 15X10X600,45576,UND ,COP,551250,0,0,0,0,
5221,VIGAFI41510450                                    ,VIGA FINGER INMUNIZADA 15X10X450,45611,UND ,COP,413437,0,0,0,0,
5222,VIGAFI41510500                                    ,VIGA FINGER INMUNIZADA 15X10X500,45611,UND ,COP,459375,0,0,0,0,
5223,VIGAFI42012600                                    ,VIGA FINGER INMUNIZADA 20X12X600,45611,UND ,COP,882000,0,0,0,0,
5227,MULCHVERDE                                        ,MULCH VERDE 10 KG,45581,UND ,COP,20199,0,0,0,0,
5229,VIGAFI42015500                                    ,VIGA FINGER INMUNIZADA 20X15X500,45616,UND ,COP,918750,0,0,0,0,
5233,C2ET1525300                                       ,TABLA RUSTICA SECA 15 CM X 2.5 CM X 300,45527,UND ,COP,13500,0,0,0,0,
5245,C3TJEC0802100                                     ,JAM EC TENDIDO DE CAMA 8X2X100,45292,UND ,COP,58895,0,0,0,0,
5246,C3PARAL835214                                     ,PARAL 8 CMX 3.5 CM X 214 CM,45292,UND ,COP,11685,0,0,0,0,
5247,C3CABE83575                                       ,CABEZAL 8 CM X 3,5 CM X 75 CM,45292,UND ,COP,4095,0,0,0,0,
5251,PD4TRIDEN14220                                    ,RÚSTICO TRATADO 4.7X220,45292,UND ,COP,13841,0,0,0,0,
5254,PD4TRIDEN14250                                    ,RÚSTICO TRATADO 4.7X250,45622,UND ,COP,15711,0,0,0,0,
5258,PDC40808210                                       ,ESTACÓN RÚSTICO CUADRADO 8X8X210,45292,UND ,COP,16723,0,0,0,0,
5261,C2MAD1402100                                      ,MADERERO TABLETA 14X2X100,45626,UND ,COP,3111,0,0,0,0,
5268,C1MAP10719310                                     ,MADEPAL TABLETA 10.7X1.9X310,45628,UND ,COP,6669,0,0,0,0,
5269,C1MAP10719250                                     ,MADEPAL TABLETA 10.7X1.9X250,45628,UND ,COP,5378,0,0,0,0,
5275,C2COLPMD9595250                                   ,COLUMNA PROMADERAS SECA 9.5X9.5X250,45694,UND ,COP,23916,0,0,0,0,
5294,C2AYP8502140                                      ,AYP TABLETA RUSTICA 8.5X2X140,45631,UND ,COP,3393,0,0,0,0,
5295,C2AYP8502112                                      ,AYP TABLETA RUSTICA 8.5X2X112,45631,UND ,COP,2714,0,0,0,0,
5296,C2AYP8502124                                      ,AYP TABLETA RUSTICA 8.5X2X124,45631,UND ,COP,3004,0,0,0,0,
5297,C2AYP8565300                                      ,AYP LARGUERO RUSTICO 8.5X6.5X300,45631,UND ,COP,23615,0,0,0,0,
5298,C2FOC0816210                                      ,TABLA RUSTICA FOCOLSA 8X1.6X210,45631,UND ,COP,2419,0,0,0,0,
5301,C3PYPROB1402100                                   ,TABLILLA PISO ROBLE CEPILLADA 14X2X100,45632,M2  ,COP,80000,0,0,0,0,
5302,C3PYPROB1402150                                   ,TABLILLA PISO ROBLE CEPILLADA 14X2X150,45632,M2  ,COP,90000,0,0,0,0,
5303,C3PYPROB1402200                                   ,TABLILLA PISO ROBLE CEPILLADA 14X2X200,45632,M2  ,COP,115000,0,0,0,0,
5304,C3PYPROB1402250                                   ,TABLILLA PISO ROBLE CEPILLADA 14X2X250,45632,M2  ,COP,120000,0,0,0,0,
5305,C3PYPROB1402300                                   ,TABLILLA PISO ROBLE CEPILLADA 14X2X300,45632,M2  ,COP,125000,0,0,0,0,
5313,VIGAFI31006600                                    ,VIGA FINGER SIN INMUNIZAR 10X6X600,45636,UND ,COP,126000,0,0,0,0,
5314,VIGAFI31006500                                    ,VIGA FINGER SIN INMUNIZAR 10X6X500,45636,UND ,COP,105000,0,0,0,0,
5315,VIGAFI31465480                                    ,VIGA FINGER SIN INMUNIZAR 14X6.5X480,45636,UND ,COP,152600,0,0,0,0,
5316,VIGAFI31465600                                    ,VIGA FINGER SIN INMUNIZAR 14X6.5X600,45636,UND ,COP,191100,0,0,0,0,
5317,VIGAFI31665480                                    ,VIGA FINGER SIN INMUNIZAR 16X6.5X480,45636,UND ,COP,174720,0,0,0,0,
5318,VIGAFI31665600                                    ,VIGAFINGER SIN INMUNIZAR 16X6.5X600,45636,UND ,COP,218400,0,0,0,0,
5319,VIGAFI31965600                                    ,VIGA FINGER SIN INMUNIZAR 19X6.5X600,45636,UND ,COP,259350,0,0,0,0,
5320,VIGAFI41835600                                    ,VIGA FINGER INMUNIZADA 18X3.5X600,45636,UND ,COP,231525,0,0,0,0,
5321,VIGAFI41808480                                    ,VIGA FINGER INMUNIZADA 18X08X480,45636,UND ,COP,423360,0,0,0,0,
5322,VIGAFI41965300                                    ,VIGA FINGER INMUNIZADA 19X6.5X300,45636,UND ,COP,226932,0,0,0,0,
5323,VIGAFI42804500                                    ,VIGA FINGER INMUNIZADA 28X04X500,45636,UND ,COP,343000,0,0,0,0,
5324,VIGAFI42015400                                    ,VIGA FINGER INMUNIZADA 20X15X400,45636,UND ,COP,735000,0,0,0,0,
5325,VIGAFI410565480                                   ,VIGA FINGER INMUNIZADA 10.5X6.5X480,45636,UND ,COP,200655,0,0,0,0,
5326,VIGAFI41435480                                    ,VIGA FINGER INMUNIZADA 14X3.5X480,45575,UND ,COP,144060,0,0,0,0,
5327,VIGAFIPRO31435600                                 ,VIGA FINGER SIN INM CON PROTE 14X3.5X600,45575,UND ,COP,180075,0,0,0,0,
5328,VIGAFI41465300                                    ,VIGA FINGER INMUNIZADA 14X6.5X300,45575,UND ,COP,167213,0,0,0,0,
5329,VIGAFI41565480                                    ,VIGA FINGER INMUNIZADA 15X6.5X480,45575,UND ,COP,286650,0,0,0,0,
5330,VIGAFI41665300                                    ,VIGA FINGER INMUNIZADA 16X6.5X300,45575,UND ,COP,191100,0,0,0,0,
5331,VIGAFI41665400                                    ,VIGA FINGER INMUNIZADA 16X6.5X400,45575,UND ,COP,254800,0,0,0,0,
5332,PD4TRIDEN1011180                                  ,RUSTICO TRATADO 3.67X180,45292,UND ,COP,7741,0,0,0,0,
5335,PAQDECKMODLINE6060                                ,PAQUETE DECK MODULAR LINEAL 60 X 60,45292,UND ,COP,163526,0,0,0,0,
5337,VIGAFI411506600                                   ,VIGA FINGER INMUNIZADA 11.5X06X600,45520,UND ,COP,253575,0,0,0,0,
5338,VIGAFI41005600                                    ,VIGA FINGER INMUNIZADA 10X05X600,45520,UND ,COP,183750,0,0,0,0,
5343,HBS6180                                           ,TORNILLO ROTHOBLAAS HBS MADERA 6 X 180,45554,UND ,COP,182507,0,0,0,0,
5344,HBS0690                                           ,TORNILLO ROTHOBLAAS HBS MADERA 6 X 90,45554,UND ,COP,59353,0,0,0,0,
5354,C3TC1025100                                       ,TENDIDO DE CAMA 10X2.5X100,45646,UND ,COP,40322,0,0,0,0,
5355,C3TC1025120                                       ,TENDIDO DE CAMA 10X2.5X120,45646,UND ,COP,48387,0,0,0,0,
5356,C3TC1025140                                       ,TENDIDO DE CAMA 10X2.5X140,45646,UND ,COP,56452,0,0,0,0,
5357,C3TC1025160                                       ,TENDIDO DE CAMA 10X2.5X160,45646,UND ,COP,64516,0,0,0,0,
5358,C3TC1025200                                       ,TENDIDO DE CAMA 10X2.5X200,45646,UND ,COP,80645,0,0,0,0,
5360,RC4TT10220                                        ,CALIBRADO TRATADO TT 2.5X220,45292,UND ,COP,8058,0,0,0,0,
5361,VIGAFI312865600                                   ,VIGA FINGER SIN INMUNIZAR 12.8X6.5X600,45636,UND ,COP,174720,0,0,0,0,
5362,VIGAFI319506600                                   ,VIGAFINGER SIN INMUNIZAR 19.5X6X600,45636,UND ,COP,245700,0,0,0,0,
5363,VIGAFI31606600                                    ,VIGA FINGER SIN INMUNIZAR 16X6X600,45636,UND ,COP,201600,0,0,0,0,
5403,PD4EU0089220                                      ,RÚSTICO TRATADO EU 8-9X220,45292,UND ,COP,20977,0,0,0,0,
5404,PINOAIN23538610                                   ,PINO A 23.5 CM X 3.8 CM X 610,45292,UND ,COP,266287,0,0,0,0,
5406,C2GCN9595300                                      ,TACO RUSTICO GUACALES 9.5X9.5X300,45666,UND ,COP,31136,0,0,0,0,
5415,RA4SEG12400                                       ,ALFARDA TRATADA DE SEGUNDA 12X400,45292,UND ,COP,57314,0,0,0,0,
5418,TABALIS11062220                                   ,TABLERO ALISTONADO 110X6.2X220,45671,UND ,COP,525140,0,0,0,0,
5424,C2MAD0918210                                      ,MADERERO TABLETA 9X1.8X210,45292,UND ,COP,3780,0,0,0,0,
5425,C2MAD0938240                                      ,MADERERO TABLETA 9X3.8X240,45673,UND ,COP,9119,0,0,0,0,
5426,C2MAD1418210                                      ,MADERERO TABLETA 14X1.8X210,45292,UND ,COP,5880,0,0,0,0,
5441,PROTCASTACUÑ                                      ,PROTECTOR CASTAÑO CUÑETE 5 GL,45292,UND ,COP,872941,0,0,0,0,
5442,C3VLLFIN0303200                                   ,VARILLON FINGER 3X3X200,45292,UND ,COP,5130,0,0,0,0,
5443,VIGAFIPRO31965600                                 ,VIGA FINGER SIN INM CON PROTE 19X6.5X600,45636,UND ,COP,259350,0,0,0,0,
5444,VIGAFIPRO31906600                                 ,VIGA FINGER SIN INM CON PROTE 19X6X600,45636,UND ,COP,259350,0,0,0,0,
5445,VIGAFIPRO31606600                                 ,VIGA FINGER SIN INM CON PROTE 16X6X600,45636,UND ,COP,201600,0,0,0,0,
5446,VIGAFIPRO31965480                                 ,VIGA FINGER SIN INM CON PROTE 19X6.5X480,45636,UND ,COP,363090,0,0,0,0,
5448,C3AYP8563100                                      ,AYP TACO 8,5X6,3X100,45292,UND ,COP,11369,0,0,0,0,
5449,C3AYP8563300                                      ,AYP TACO 8,5X6,3X300,45292,UND ,COP,34106,0,0,0,0,
5454,c2mad1415210                                      ,MADERERO TABLETA 14X1.5X210CM,45292,UND ,COP,4900,0,0,0,0,
5458,VIGAFIPRO1006480                                  ,VIGA FINGER SIN INM CON PROTE 10X06X480,45636,UND ,COP,100800,0,0,0,0,
5459,C4AYP1433240                                      ,AYP TABLA 14X3.3X240,45292,UND ,COP,24858,0,0,0,0,
5460,C4AYP0933240                                      ,AYP LARGUERO 9X3.3X240,45687,UND ,COP,18159,0,0,0,0,
5464,RC4TTSEG12250                                     ,TUTOR CALIBRADO SEG TRATADO 12X250,45292,UND ,COP,5428,0,0,0,0,
5473,C3106200                                          ,LARGUERO 10CMX6CMX200CM,45694,UND ,COP,15000,0,0,0,0,
5474,C2PRD13517100                                     ,TABLA RUSTICA PROMADERA SEC 13.5X1.7X100,45694,UND ,COP,2433,0,0,0,0,
5476,C2PRD1017100                                      ,TABLA RUSTICA PROMADERA SEC 10X1.7X100,45694,UND ,COP,1802,0,0,0,0,
5477,C2PRD11217100                                     ,TABLA RUSTICA PROMADERA SEC 11.2X1.7X100,45694,UND ,COP,2018,0,0,0,0,
5482,C2TAC070470                                       ,TACO RÚSTICO SECO 7X4X70,45695,UND ,COP,2450,0,0,0,0,
5483,C2VLL0404300                                      ,VARILLON RÚSTICO SECO 4X4X300,45695,UND ,COP,6000,0,0,0,0,
5484,C2LAR1006200                                      ,LARGUERO RÚSTICO SECO 10X6X200,45695,UND ,COP,15000,0,0,0,0,
5485,C2LAR0804150                                      ,LARGUERO RÚSTICO SECO 8X4X150,45695,UND ,COP,6000,0,0,0,0,
5487,SPRINSVARILLR5/8                                  ,VARILLA ROSCADA DE 5/8 GRADO 8,45292,UND ,COP,9294,0,0,0,0,
